x,y,fitness
45,66,-6.218339784427309
56,33,-15.407035667125367
77,43,-7.678223747478778
60,50,-4.743076118096531
48,62,-5.173769067772109
49,33,-17.910488590389157
56,58,-3.0976589932998335
54,47,-7.497789425132291
52,53,-5.781495765375956
49,59,-5.274285002160072
37,57,-12.283615908349482
43,52,-10.262367876993535
61,43,-7.917313317092868
44,35,-18.856853200862496
54,57,-4.074920469915108
44,39,-16.07298682039923
52,47,-8.29938379386516
34,55,-14.982434094705138
48,56,-6.455625234423941
52,45,-9.381510788240803
43,57,-8.751005700054906
42,37,-18.647593440701417
66,56,-1.9287329165072242
45,35,-18.26928095552465
69,55,-2.073990052649604
43,45,-13.39428671546287
54,51,-5.774058732886191
45,63,-6.445013436495957
59,39,-10.509334317309275
56,51,-5.285183999038125
49,53,-6.938068164108119
55,34,-15.039404792799285
33,39,-23.434774134143034
40,61,-9.605239234133764
49,41,-12.568088348053642
44,63,-7.01354638460977
61,50,-4.471895413328926
44,30,-22.54215461247174
46,37,-16.490768397103672
45,32,-20.58776854556778
57,49,-5.850059239700087
60,40,-9.764790583820849
75,53,-2.9720765278522587
68,53,-2.7638330799296433
43,77,-7.7567862619640895
52,48,-7.777052769419063
56,55,-3.890059110004863
49,42,-12.06687406866053
44,34,-19.511298923100178
58,47,-6.465932751794402
58,56,-3.057186590124507
54,46,-8.002728591463052
38,46,-15.754758635269976
49,45,-10.371159464345274
64,42,-8.056145790939684
37,40,-19.80489995521033
51,43,-10.657174510508781
71,51,-3.4851811172832807
58,58,-2.5577841171584623
53,52,-5.869169773541124
39,33,-23.25002490981658
58,42,-8.977091622599737
53,60,-3.60803372031908
69,49,-4.295254123646243
70,50,-3.806820977925355
59,32,-15.577950716224693
52,43,-10.224145027030387
58,41,-9.598944448348396
65,39,-9.66656185623907
59,27,-19.878283501616348
59,60,-1.9312059498717637
61,37,-11.478987150087153
50,62,-4.437008799542499
28,54,-20.12482925529904
36,48,-16.29846557551175
39,45,-15.621744754807217
54,37,-13.258309857990714
46,61,-6.3005525891130345
59,58,-2.374497434271155
55,58,-3.411605901734567
30,46,-21.619782443819396
37,72,-10.814942080269303
35,39,-21.666000609684275
66,41,-8.324688938719097
69,53,-2.7158188701274293
45,51,-9.540489578934833
53,28,-20.545377882623775
59,44,-7.836865192781491
49,54,-6.65206141812723
60,53,-3.6068616918067864
53,43,-9.791356421077534
54,38,-12.596874109855033
43,36,-18.931063986963853
51,31,-18.564278495141078
32,54,-16.821375267227555
46,55,-7.6407477511517925
39,29,-26.410803357306555
62,51,-4.028343689492666
40,62,-9.534379006521121
40,39,-18.296279118889224
53,54,-5.175856658822427
50,65,-3.9639305330021117
49,48,-8.968220497430709
59,41,-9.439666715597482
43,46,-12.801365723606185
37,28,-28.84445977837143
52,46,-8.81033313022122
56,32,-16.417212644308144
65,48,-4.817429461055601
52,52,-6.146710417051466
35,50,-16.013933590135117
63,48,-5.129025227485309
41,40,-17.15193253780557
37,41,-19.15586985904534
24,56,-23.164681752847606
58,38,-11.482437611847763
39,83,-11.414386073184362
45,44,-12.830362488500342
69,52,-3.0406918038657302
46,45,-11.742019683285417
56,62,-2.3410057289822843
34,35,-25.088176343600786
63,53,-3.129352622075639
55,40,-10.947392900120555
58,61,-1.9790656960213382
56,56,-3.672332217448076
45,54,-8.493471363049045
49,52,-7.2683300990592645
41,60,-9.210214611056104
44,25,-26.920358059626217
39,67,-9.507035636156674
51,34,-16.342012861751577
52,42,-10.837477300725649
31,50,-19.051913392377678
58,60,-2.1921853085897105
39,38,-19.82501807384439
31,33,-29.337031857453738
40,41,-17.247081395973066
50,41,-12.141220981339497
54,48,-7.068588398121967
43,41,-15.463629239980873
59,66,-1.200328265325382
39,32,-23.996957353956667
63,66,-0.4944419965335919
50,43,-11.01552653223054
45,38,-16.202669391082775
41,39,-17.968804116881238
50,50,-7.634660446267401
47,47,-10.24767117423351
43,53,-9.922171320900254
61,53,-3.4983352856538206
55,59,-3.157952198766869
42,41,-16.240468456474996
61,66,-0.7965079527251635
43,42,-14.962660711610937
60,37,-11.706559111120953
23,51,-25.74351551272964
47,40,-14.10447673099689
32,29,-31.34326524389981
52,54,-5.4938928574007235
66,51,-3.5585405265495056
49,61,-4.903386959557613
37,59,-11.963071800882949
55,26,-21.686305820266494
72,60,-0.9185914910298024
69,45,-6.063414939703157
79,36,-12.301212169394596
58,48,-6.048684737123581
58,36,-12.77394001985054
48,61,-5.415896679174175
62,48,-5.1856521919004415
57,51,-5.106859826657706
71,56,-1.830875731130474
60,59,-1.9799487417128852
32,62,-15.055022667971148
46,50,-9.57561420137908
34,70,-13.006401007526469
73,56,-1.8910656278958435
43,66,-7.241873753418371
41,64,-8.550470544545343
48,33,-18.300033936950086
57,37,-12.318741176931582
43,44,-13.865367948785776
45,43,-13.228099830926428
59,56,-2.8966537195521114
56,43,-8.955926014535974
67,43,-7.1638201555885885
40,35,-21.070929363632384
52,56,-4.843817334376189
42,79,-8.642164527344242
37,54,-13.281613725849983
40,59,-10.087629100044234
34,41,-21.31018134186936
61,61,-1.4415078335437022
47,73,-5.195260506770252
43,63,-7.572749074201996
56,63,-2.1963697033830547
57,34,-14.49569355249751
63,29,-17.251472470573948
49,57,-5.755152994399117
54,40,-11.209728926272248
51,29,-20.469636597317503
25,54,-22.77317758271125
60,32,-15.4174733962101
41,57,-9.800470395898824
70,57,-1.5301255854615243
48,68,-4.686553232137539
43,34,-20.00284511614219
45,77,-6.638672329399462
67,49,-4.289367841768637
38,35,-22.300979738725943
58,50,-5.156230234065771
66,57,-1.6374320887878133
34,42,-20.552734773961554
62,59,-1.611719857403946
46,54,-7.960157161900088
30,27,-34.891877220802435
49,72,-4.265296224767947
62,54,-3.027008052222415
50,64,-4.094225728196979
35,37,-23.24860960120204
36,44,-18.160485218489843
64,69,-0.2670501708796297
45,31,-21.406112540907685
57,53,-4.350222656572171
36,32,-26.135891749231597
62,43,-7.666989445733889
56,60,-2.7707254374813295
64,33,-13.945745796468874
60,42,-8.51525419874781
52,55,-5.169009143881626
39,43,-16.539480932243297
65,40,-9.068236444906697
63,59,-1.4717526258426834
38,39,-19.595087365470974
34,49,-17.297850521659708
71,57,-1.539475149099119
63,63,-0.8114387047888806
53,40,-11.576067422547302
32,28,-32.42272019361001
50,38,-13.978017957977606
33,60,-14.537503706963497
30,38,-26.222851562131694
50,51,-7.250270934062728
61,44,-7.345380314184675
35,21,-36.564547445383184
49,36,-15.703348676017242
46,41,-13.847431854941124
36,50,-15.273361001849551
46,56,-7.447554185440308
39,58,-10.807969524893345
35,51,-15.592115433555136
54,54,-4.856711317298584
29,67,-16.839963153074894
67,53,-2.753824006397433
29,51,-20.371060373801743
46,53,-8.270281821198827
45,56,-7.908673254091673
33,55,-15.746168784187848
51,63,-3.8640283044573036
58,52,-4.4985561285558635
44,51,-10.06189363818393
37,38,-21.034322916089415
32,47,-19.547229994986836
39,50,-13.274321645806548
67,39,-9.526654020012208
44,50,-10.447138033114793
71,43,-7.10362874681672
28,51,-21.151658827437
39,54,-11.802241930083275
66,25,-20.46509952951542
48,46,-10.22506600457432
39,62,-10.060170427538651
47,58,-6.399437198409598
66,42,-7.833965222461626
72,40,-8.938790625319276
44,40,-15.489925246105408
76,46,-6.018403905576698
63,51,-3.841137517699675
65,52,-3.284932049117613
55,38,-12.166827620438793
52,32,-17.621581440087077
50,59,-4.9161085274560925
38,63,-10.493372410493926
64,70,-0.27166686186546596
34,40,-21.90614273530934
43,39,-16.648972117776434
65,54,-2.5922780366579588
36,54,-13.932070383444865
64,47,-5.4153568922735795
41,65,-8.45268774776875
48,36,-16.07751318184715
59,48,-5.819556865581779
50,61,-4.608319296988442
32,48,-19.107682587585614
33,58,-15.001446475323164
60,69,-0.8933593612512206
51,38,-13.726847514747437
61,47,-5.845896590279128
29,55,-18.869729884767334
33,52,-16.81062437180921
56,49,-6.136063124949583
40,70,-8.840345610182645
64,60,-1.1416421939589385
35,59,-13.435894284626649
44,68,-6.650906381868762
66,39,-9.607707439327147
64,31,-15.510788095163479
34,61,-13.5359788809941
45,41,-14.442853273206792
50,47,-9.030378765680402
56,45,-7.987887538294744
69,72,-0.04447615810144307
50,49,-8.114420119733127
40,28,-26.69155424305253
41,54,-10.777451830185298
67,73,-0.14909079910454442
48,63,-5.074167856966993
62,66,-0.6603286918031914
50,66,-3.8882474070208013
45,49,-10.33482716073969
36,56,-13.296797310838752
48,51,-8.065195380647339
55,29,-19.061956427557906
43,56,-8.977614928595182
41,33,-21.990775476582236
47,51,-8.63161176744177
63,42,-8.114845916978911
47,50,-8.938769947886142
63,77,-0.9043780236779788
47,43,-12.251501373425285
46,51,-9.061428266833639
49,74,-4.443282930484877
64,30,-16.25778329029955
54,53,-5.192824220860324
48,41,-13.11934012279126
55,50,-5.897990811889851
24,66,-21.343406025066358
24,52,-24.726469931454783
32,35,-26.679214169160858
47,32,-19.648533127966807
50,53,-6.6555822009074035
34,29,-29.9271102253333
44,36,-18.159625474499336
19,70,-26.246151118671932
40,63,-9.247010342998477
25,62,-20.9260721230962
56,73,-1.9097096774941766
75,60,-1.1455978627203083
66,43,-7.22803348973322
46,47,-10.716212942350248
40,26,-28.288396587667894
63,37,-11.281480589222866
28,49,-21.972673863988355
49,37,-15.048488466558364
60,47,-6.063259463201112
72,47,-5.184269903722138
30,64,-16.361886702163115
41,56,-10.070378362501085
40,30,-24.81050755546837
60,51,-4.321086054969834
36,67,-11.612164335748506
41,34,-21.33307851784408
55,46,-7.817237905492457
42,35,-19.835008513336334
64,49,-4.52019811428979
40,66,-8.993393611822821
42,62,-8.254358758636524
50,42,-11.75530569512327
57,38,-11.618727356474865
37,44,-17.533066061376267
46,25,-25.917571458627357
55,64,-2.3676052717473146
53,47,-7.992146706794795
44,48,-11.457202567524996
54,50,-6.214333149162835
59,61,-1.7578957999779297
54,61,-3.1139071790712434
53,36,-14.318279232179206
43,60,-8.089575150076165
53,65,-2.9268976378020777
49,56,-6.108106637998088
75,70,-0.28930940708379593
60,62,-1.3874404471644617
36,24,-32.97472247367026
57,50,-5.416513013541209
42,45,-14.013246449971998
53,66,-2.8133409866258616
38,59,-11.255232956730213
52,60,-3.959003453641156
30,40,-25.214503500655944
41,38,-18.496193704472905
32,45,-20.55745984671733
37,68,-10.812015439647244
27,54,-20.95990668591042
51,59,-4.466352429662129
49,44,-10.863567442089304
44,57,-8.23402363752685
49,49,-8.465740417228737
53,46,-8.35705970292638
36,34,-24.425469958464728
61,57,-2.2713109914573617
36,59,-12.701009145189891
51,50,-7.225632429438162
44,55,-8.740394744301732
69,40,-8.825169190630987
78,60,-1.6540661936384222
44,56,-8.479185654695081
43,68,-7.140604841885689
38,52,-13.17456907698837
63,39,-9.911990011421059
42,38,-18.00677801459134
63,55,-2.536399179917717
28,37,-28.645872887930576
51,48,-8.029340280720039
43,51,-10.657000646078341
42,30,-23.639213297692553
36,41,-19.981822764936517
42,77,-8.204785711548654
35,53,-15.00107372422073
49,43,-11.544465071739793
64,40,-9.11630177242239
44,61,-7.316014535142147
41,37,-19.197769020174988
41,46,-14.151532677325296
22,43,-30.543072192380915
63,47,-5.500688613558885
44,53,-9.293211793670329
78,62,-1.2398652852941932
47,65,-5.290636966180175
57,55,-3.623172631117776
59,55,-3.248674400003349
57,54,-3.994428123683309
19,41,-34.74652803741695
45,61,-6.801784084557102
37,55,-12.869562404329042
17,53,-31.1102348052002
32,42,-22.324058815157652
30,68,-15.98493345811348
53,39,-12.30165412705587
72,32,-14.452906428443889
46,52,-8.730386943257992
57,43,-8.651518694646889
69,32,-14.363868796453204
76,49,-4.627145135139995
72,44,-6.681362369344585
52,62,-3.590660268749329
46,46,-11.281264099779957
27,68,-18.551418818225077
34,75,-13.163579166834573
37,67,-10.959833161203075
62,64,-0.7919682837753649
43,71,-7.275968016422051
24,30,-37.47402889976868
61,42,-8.477451409283248
65,47,-5.274242758414867
64,63,-0.6636591433423796
54,43,-9.571661945119162
29,53,-19.630739604852614
48,40,-13.599153921140129
57,52,-4.576841665965326
59,25,-21.59098606218641
